Remetente - Nome;Veículo - Placa;CTE;Data emissão Cte; Total ;Mês emissão Cte;REQ/TMC/N° Embarque;Data RQ/TMC;Data Envio do processo Faturamento;Faturas;Data INCLUSÃO Fatura Bsoft;1° Envio;Data do atesto;Envio final;OBSERVAÇÃO
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KYE1I22;21627;22/jan/25;R$ 1.090,08;jan/25;502490826;22/jan/25;30/jan/25;5024321;19/fev/25;30/jan/25;07/fev/25;07/fev/25;"Carga Ofertada #: 502490826  BRA EX 25 0014 DB160160010 CONTA CONTABIL 500210   Veiculo Placa: KYE1I22  -  Motorista: MATHEUS DOS SANTOS ROSA ;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KYE1I22;21626;22/jan/25;R$ 1.036,99;jan/25;502490826;22/jan/25;30/jan/25;5024320;06/fev/25;30/jan/25;11/fev/25;11/fev/25;"Carga Ofertada #: 502490826    BRA EX 25 0036 -0027  DS 120158023  CONTA CONTABIL 500210 Veiculo Placa: KYE1I22  -  Motorista: MATHEUS DOS SANTOS ROSA ;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21625;22/jan/25;R$ 985,02;jan/25;502758157;22/jan/25;29/jan/25;5024319;06/fev/25;29/jan/25;07/fev/25;07/fev/25;"Carga agendada #: 502758157 BRA EX 25 0039   CWI 870151700  CONTA CONTABIL 500210 Veiculo Placa: KXO7J95  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21624;22/jan/25;R$ 966,02;jan/25;502758157;22/jan/25;29/jan/25;5024318;06/fev/25;29/jan/25;07/fev/25;07/fev/25;"Carga agendada #: 502758157  BRA EX 25 0017    DS 120158023 CONTA CONTABIL 500210 Veiculo Placa: KXO7J95  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KYK8231;21623;22/jan/25;R$ 1.255,06;jan/25;502756826;22/jan/25;30/jan/25;5024317;06/fev/25;30/jan/25;07/fev/25;07/fev/25;"Carga agendada #: 502756826    BRA EX 24 1868  ALS 140120010  CONTA CONTABIL 500210  Veiculo Placa: KYK8231  -  Motorista: JULIANO CORREIA NETTO;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21622;22/jan/25;R$ 582,91;jan/25;502871206;22/jan/25;29/jan/25;5024316;06/fev/25;29/jan/25;07/fev/25;07/fev/25;"Carga agendada #: 502871206   BRA IM 25 0009- -0016 PP  CC175160000   CONTA CONTABIL 500210  Veiculo Placa: KQO5E26  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21621;22/jan/25;R$ 543,24;jan/25;502871206;22/jan/25;29/jan/25;5024315;06/fev/25;29/jan/25;07/fev/25;07/fev/25;"Carga agendada #: 502871206   BRA IM 24 4397  DS CC 120158023 CONTA CONTABIL 500210 Veiculo Placa: KQO5E26  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21620;22/jan/25;R$ 1.035,09;jan/25;502871206;22/jan/25;29/jan/25;5024314;06/fev/25;29/jan/25;07/fev/25;07/fev/25;"Carga agendada #: 502871206    BRA IM 24 4334  -4344    BRAIM  25 0012   CWI CC 870151700  CONTA CONTABIL 500210 Veiculo Placa: KQO5E26  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21619;22/jan/25;R$ 939,17;jan/25;502871206;22/jan/25;29/jan/25;5024313;06/fev/25;29/jan/25;07/fev/25;07/fev/25;"Carga agendada #: 502871206   BRA IM 24 4068 DB C 160053200  CONTA CONTABIL 500210   Veiculo Placa: KQO5E26  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21618;22/jan/25;R$ 791,68;jan/25;502871206;22/jan/25;29/jan/25;5024312;06/fev/25;29/jan/25;07/fev/25;07/fev/25;"Carga agendada #: 502871206   BRA IM 24 4441  ALS CC 140010000 CONTA CONTABIL 500210 Veiculo Placa: KQO5E26  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;863;22/jan/25;R$ 935,15;jan/25;;22/jan/25;;;;;21/mai/25;21/mai/25;
BAKER HUGHES DO BRASIL LTDA;KXO7J95;862;20/jan/25;R$ 528,42;jan/25;;20/jan/25;28/jan/25;1527;13/fev/25;28/jan/25;13/fev/25;13/fev/25;
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21616;17/jan/25;R$ 1.738,59;jan/25;"502584045
";17/jan/25;28/jan/25;5024310;06/fev/25;28/jan/25;07/fev/25;07/fev/25;"Carga agendada #: 502584045  BRA IM 24 4154-4262- 4265- 4389-4392-4396-4157-4278-4286-4290   DS  CC 120158023  CONTA CONTABIL 500210   Veiculo Placa: KQO5E26  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KXO7J95;861;17/jan/25;R$ 626,31;jan/25;;17/jan/25;28/jan/25;1526;13/fev/25;28/jan/25;13/fev/25;13/fev/25;
BAKER HUGHES DO BRASIL LTDA;KXO7J95;860;17/jan/25;R$ 845,26;jan/25;;17/jan/25;28/jan/25;1524;13/fev/25;28/jan/25;13/fev/25;13/fev/25;
BAKER HUGHES DO BRASIL LTDA;KQO5E26;859;16/jan/25;R$ 2.433,31;jan/25;;16/jan/25;28/jan/25;1525;13/fev/25;28/jan/25;13/fev/25;13/fev/25;
BAKER HUGHES DO BRASIL LTDA;KXO7J95;858;16/jan/25;R$ 545,84;jan/25;;16/jan/25;17/jan/25;1523;05/fev/25;17/jan/25;05/fev/25;05/fev/25;
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KYK8231;21613;16/jan/25;R$ 1.220,04;jan/25;"501459994
";16/jan/25;28/jan/25;5024307;06/fev/25;28/jan/25;07/fev/25;07/fev/25;"Carga agendada #: 501459994    BRA EX 24 1860-  OTHER BHI - 350090753  CONTA CONTABIL 500210 Veiculo Placa: KYK8231  -  Motorista: LUCAS FERREIRA  GOMES SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21609;16/jan/25;R$ 1.384,58;jan/25;502501901;16/jan/25;28/jan/25;5024303;06/fev/25;28/jan/25;07/fev/25;07/fev/25;"Carga agendada #: 502501901  BRA IM 24 4070  DB CC 160053200   CONTA CONTABIL 500210   Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;857;15/jan/25;R$ 560,66;jan/25;;15/jan/25;16/jan/25;;;16/jan/25;05/fev/25;05/fev/25;
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21584;09/jan/25;R$ 2.599,68;jan/25;501530736;09/jan/25;13/jan/25;5024278;15/jan/25;28/jul/25;30/jan/25;30/jan/25;"Carga Ofertada #: 501530736  DCF - 120161004  isaac.porfirio@bakerhughes.com
  CONTA CONTABIL 500210    POR CAUSA DE  PROBLEMAS NO  SEFAZ NENHUM  PROCESSO FOI LIBERADO NO DIA  08/01/2025 NO TECA.  Veiculo Placa: KQO5E26  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21575;08/jan/25;R$ 2.245,09;jan/25;501594489;08/jan/25;13/jan/25;5024270;15/jan/25;13/jan/25;30/jan/25;30/jan/25;"Carga Ofertada #: 501594489   PP 175092801 CONTA CONTABIL 500210        CARGA COLETADA  NO ESTALEIRO MACLAREN EM NITEROI   Veiculo Placa: KOR7G99  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KXO7J95;852;07/jan/25;R$ 1.078,94;jan/25;501346317;07/jan/25;10/jan/25;;;10/jan/25;04/fev/25;04/fev/25;Carga agendada #: 501346317
BAKER HUGHES DO BRASIL LTDA;KQO5E26;847;27/dez/24;R$ 1.281,18;dez/24;;27/dez/24;06/jan/25;;;06/jan/25;01/fev/25;01/fev/25;
BAKER HUGHES DO BRASIL LTDA;EMR3D89;846;27/dez/24;R$ 1.568,78;dez/24;;27/dez/24;03/jan/25;;;03/jan/25;01/fev/25;01/fev/25;
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KPG7I19;22387;30/jul/25;R$ 530,83;jul/25;523325777;30/jul/25;30/jul/25;;;31/jul/25;;;"Carga agendada #: 523325777     BRA IM 25 2661   CWI CC 870151700  CONTA CONTABIL 500210   Veiculo Placa: KPG7I19  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;839;17/dez/24;R$ 607,05;dez/24;;17/dez/24;19/dez/24;1504;01/fev/25;19/dez/24;01/fev/25;01/fev/25;
BAKER HUGHES DO BRASIL LTDA;EMR3D89;838;17/dez/24;R$ 985,38;dez/24;;17/dez/24;19/dez/24;1503;01/fev/25;19/dez/24;01/fev/25;01/fev/25;
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21509;17/dez/24;R$ 444,21;dez/24;499745304;17/dez/24;19/dez/24;5024206;30/dez/24;19/dez/24;22/jan/25;22/jan/25;"Carga agendada #: 499745304   BRAIM 24 4063  PP175160000  CONTA CONTABIL 500210 Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21507;17/dez/24;R$ 1.029,42;dez/24;499745304;17/dez/24;19/dez/24;5024204;30/dez/24;19/dez/24;22/jan/25;22/jan/25;"Carga agendada #: 499745304  BRAIM 24 4155-4140-1522-3968 DS CC 120158023 CONTA CONTABIL 500210  Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21494;17/dez/24;R$ 1.307,28;dez/24;499524685;17/dez/24;18/dez/24;5024191;30/dez/24;18/dez/24;22/jan/25;22/jan/25;"Carga agendada #: 499524685   BRAIM 24 3041 DCF   120161004 CONTA CONTABIL 500210  Veiculo Placa: KOR7G99  -  Motorista: EDMAR RIBEIRO VIANNA FILHO;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21493;17/dez/24;R$ 1.788,90;dez/24;499524685;17/dez/24;18/dez/24;5024190;30/dez/24;18/dez/24;22/jan/25;22/jan/25;"Carga agendada #: 499524685   BRAIM 24 3816 DS CC 120158023 CONTA CONTABIL 500210    Veiculo Placa: KOR7G99  -  Motorista: EDMAR RIBEIRO VIANNA FILHO;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21492;15/dez/24;R$ 1.613,83;dez/24;499339882;15/dez/24;18/dez/24;5024189;30/dez/24;18/dez/24;27/jan/25;27/jan/25;"Carga agendada #: 499339882   BRAIM 24 3858  CWI   CC 870151700  CONTA CONTABIL 500210  Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21491;15/dez/24;R$ 1.324,50;dez/24;499339882;15/dez/24;17/dez/24;5024188;30/dez/24;18/dez/24;27/jan/25;27/jan/25;"Carga agendada #: 499339882     BRAIM 24  4037  DS CC 120158023 CONTA CONTABIL 500210 Carga agendada #: 499339882 Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KXO7J95;837;13/dez/24;R$ 215,78;dez/24;;13/dez/24;18/dez/24;1502;01/fev/25;17/dez/24;01/fev/25;01/fev/25;
BAKER HUGHES DO BRASIL LTDA;KXO7J95;836;13/dez/24;R$ 398,08;dez/24;;13/dez/24;18/dez/24;1501;01/fev/25;18/dez/24;01/fev/25;01/fev/25;
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21486;12/dez/24;R$ 751,37;dez/24;499183138;12/dez/24;16/dez/24;5024183;30/dez/24;16/dez/24;27/jan/25;27/jan/25;"Carga agendada #: 499183138   BRAIM 24 3971-4032-3945-3972  DS  CC 120158023 CONTA CONTABIL 500210  Veiculo Placa: KQO5E26  -  Motorista: EDMAR RIBEIRO VIANNA FILHO;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;835;12/dez/24;R$ 1.064,73;dez/24;;12/dez/24;16/dez/24;1511;04/fev/25;16/dez/24;04/fev/25;04/fev/25;
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21482;11/dez/24;R$ 4.062,38;dez/24;499009811;11/dez/24;17/dez/24;5024179;30/dez/24;17/dez/24;27/jan/25;27/jan/25;"  Carga agendada #: 499009811  BRA IM 24 3808-4131 DS CC 120158023 CONTA CONTABIL 500210  Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;834;10/dez/24;R$ 1.091,27;dez/24;;10/dez/24;16/dez/24;1500;01/fev/25;16/dez/24;01/fev/25;01/fev/25;
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21481;10/dez/24;R$ 975,47;dez/24;499007370;10/dez/24;16/dez/24;5024178;30/dez/24;16/dez/24;27/jan/25;27/jan/25;"Carga agendada #: 499007370 -  PP 175153302  CONTA CONTABIL 500210 F OUTROS 2 = ADICIONAL DE PRODUTO QUIMICO    LOCAL DE ENTREGA: ESTALEIRO MACLAREN Rua Barão do Amazonas n 01 a 29, Ponta D areia, Niterói - RJ    Veiculo Placa: KQO5E26  -  Motorista: EDMAR RIBEIRO VIANNA FILHO;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21480;10/dez/24;R$ 2.104,98;dez/24;498864297;10/dez/24;16/dez/24;5024177;30/dez/24;16/dez/24;27/jan/25;27/jan/25;"Carga agendada #: 498864297   BRAIM 24 3938  ALS CC 140010000  CONTA CONTABIL 500210   Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21479;10/dez/24;R$ 979,45;dez/24;498864297;10/dez/24;16/dez/24;5024176;30/dez/24;16/dez/24;27/jan/25;27/jan/25;"Carga agendada #: 498864297  BRA IM 24 3884-3862-3724   DB CC 160053200    CONTA CONTABIL 500210   Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21475;10/dez/24;R$ 864,74;dez/24;498694235;10/dez/24;10/dez/24;5024172;16/dez/24;10/dez/24;22/jan/25;22/jan/25;"Carga agendada #: 498694235   BRAIM 24 3716-3859  DB   CC 160053200  CONTA CONTABIL 500210 Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21474;10/dez/24;R$ 484,43;dez/24;498694235;10/dez/24;10/dez/24;5024171;16/dez/24;10/dez/24;22/jan/25;22/jan/25;"Carga agendada #: 498694235   BRAIM 24 4057-4041 ALS CC 140010000  CONTA CONTABIL 500210 Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21472;10/dez/24;R$ 1.380,32;dez/24;498694235;10/dez/24;10/dez/24;5024169;16/dez/24;10/dez/24;22/jan/25;22/jan/25;"Carga agendada #: 498694235  BRAIM 24 4038-3700-3975- 4135  DS CC 120158023 CONTA CONTABIL 500210    Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KPG7I19;826;29/nov/24;R$ 1.506,74;nov/24;;29/nov/24;04/dez/24;1508;01/fev/25;04/dez/24;01/fev/25;01/fev/25;
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KPG7I19;22386;30/jul/25;R$ 526,67;jul/25;523325777;30/jul/25;30/jul/25;;;31/jul/25;;;"Carga agendada #: 523325777   BRA IM 25 2654   ALS CC 140010000  CONTA CONTABIL 500210   Veiculo Placa: KPG7I19  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;KXO7J95;824;26/nov/24;R$ 489,47;nov/24;;26/nov/24;28/nov/24;1507;01/fev/25;28/nov/24;01/fev/25;01/fev/25;
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KOR7G99;21396;12/nov/24;R$ 1.774,11;nov/24;495473692;12/nov/24;15/nov/24;5024095;15/nov/24;15/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 495473692   BRA EX 24 1692  DS 120158023   CONTA CONTABIL 500210 Veiculo Placa: KOR7G99  -  Motorista: GELBER MACHADO NETO;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21392;10/nov/24;R$ 957,11;nov/24;495368291;10/nov/24;12/nov/24;5024091;15/nov/24;12/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 495368291   BRAIM 24 3579 DS CC 120158023 CONTA CONTABIL 500210  Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21391;10/nov/24;R$ 3.403,90;nov/24;495368291;10/nov/24;12/nov/24;5024090;15/nov/24;12/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 495368291    BRAIM 24 3712-3737-3851-3870    CWI  CC 870151700 CONTA CONTABIL 500210  Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KOR7G99;21390;10/nov/24;R$ 878,84;nov/24;495368291;10/nov/24;12/nov/24;5024089;15/nov/24;12/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 495368291   BRAIM 24 3745-3746- 3920  WS CC 110141008  CONTA CONTABIL 500210 Veiculo Placa: KOR7G99  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KQO5E26;21388;10/nov/24;R$ 3.108,44;nov/24;495273621;10/nov/24;12/nov/24;5024088;15/nov/24;12/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 495273621    BRA EX 24 1737  CWI170151600  CONTA CONTABIL 500210  Veiculo Placa: KQO5E26  -  Motorista: EDMAR RIBEIRO VIANNA FILHO;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21387;10/nov/24;R$ 869,67;nov/24;495193221;10/nov/24;12/nov/24;5024087;15/nov/24;12/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 495193221   BRA EX 24 1740  ALS140010000  conta contabil 500210   ( FRETE RATEADO COM O CTE 21386 ) Veiculo Placa: KXO7J95  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21386;10/nov/24;R$ 939,94;nov/24;495193221;10/nov/24;12/nov/24;5024086;15/nov/24;12/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 495193221   BRA EX 24 1735    DS 120158023  conta contabil 500210   ( FRETE RATEADO COM O CTE  21387  )  Veiculo Placa: KXO7J95  -  Motorista: OSVALDO PORTO BASTOS;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21383;08/nov/24;R$ 1.705,95;nov/24;495214084;08/nov/24;12/nov/24;5024085;15/nov/24;12/nov/24;15/nov/24;16/nov/24;"CARGA AGENDADA 495214084    BRAIM 24  3677-3620-3524-3673-3795-3681-3676     DS   CC 120158023 CONTA CONTABIL 500210 Veiculo Placa: KQO5E26  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21382;08/nov/24;R$ 1.812,29;nov/24;495214084;08/nov/24;12/nov/24;5024084;15/nov/24;12/nov/24;15/nov/24;16/nov/24;"CARGA AGENDADA 495214084    BRAIM 24 3502 PPS   150105200   CONTA CONTABIL 500210  Veiculo Placa: KQO5E26  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;KQO5E26;21381;08/nov/24;R$ 887,82;nov/24;495214084;08/nov/24;12/nov/24;5024083;15/nov/24;12/nov/24;15/nov/24;16/nov/24;"CARGA AGENDADA 495214084    BRAIM 24 3768 ALS CC 140010000  CONTA CONTABIL 500210 Veiculo Placa: KQO5E26  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21379;06/nov/24;R$ 764,47;nov/24;495096573;06/nov/24;08/nov/24;5024081;15/nov/24;08/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 495096573  BRAIM 24 3468   WS CC 110141008  CONTA CONTABIL 500210   Veiculo Placa: EMR3D89  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21378;06/nov/24;R$ 769,81;nov/24;495096573;06/nov/24;08/nov/24;5024080;15/nov/24;08/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 495096573  BRAIM 24 3680-  3623  DS CC 120158023 CONTA CONTABIL 500210  Veiculo Placa: EMR3D89  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21377;06/nov/24;R$ 633,61;nov/24;495096573;06/nov/24;08/nov/24;5024079;15/nov/24;08/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 495096573  BRAIM 24 3657 ALS CC 140010000  CONTA CONTABIL 500210   Veiculo Placa: EMR3D89  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21376;06/nov/24;R$ 6.752,28;nov/24;495096573;06/nov/24;08/nov/24;5024078;15/nov/24;08/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 495096573  BRAIM 24 3874- 3709   CWI   CC 870151700   CONTA CONTABIL 500210  Veiculo Placa: EMR3D89  -  Motorista: RIVELINO DOS SANTOS SILVA;
EZZE SEGUROS S/A - Numero da apolice:1065406002313;

"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21375;06/nov/24;R$ 1.032,76;nov/24;494825135;06/nov/24;08/nov/24;5024077;15/nov/24;08/nov/24;15/nov/24;16/nov/24;"CARGA AGENDADA 494825135 BRAEX 24 1660 DB CC 160160010 ( FRETE RATEADO COM O CTE 21374 ) Veiculo Placa: KXO7J95 - Motorista: OSVALDO PORTO BASTOS;
 EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA;KXO7J95;21374;06/nov/24;R$ 932,25;nov/24;494825135;06/nov/24;08/nov/24;5024076;15/nov/24;08/nov/24;15/nov/24;16/nov/24;"CARGA AGENDADA 494825135 BRAEX 24 1662 DS CC 120158023 CONTA CONTABIL 500210 ( FRETE RATEADO COM O CTE 21375 ) Veiculo Placa: KXO7J95 - Motorista: OSVALDO PORTO BASTOS;
 EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21373;06/nov/24;R$ 1.044,64;nov/24;494889255;06/nov/24;06/nov/24;5024075;15/nov/24;06/nov/24;15/nov/24;16/nov/24;"CARGA AGENDADA 494889255 BRAIM 24 3784-3766 ALS CC 140010000 CONTA CONTABIL 500210 Veiculo Placa: EMR3D89 - Motorista: RIVELINO DOS SANTOS SILVA;
 EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21372;06/nov/24;R$ 1.913,43;nov/24;494889255;06/nov/24;06/nov/24;5024074;15/nov/24;06/nov/24;15/nov/24;16/nov/24;"CARGA AGENDADA 494889255 BRAIM 24 3611-3678-3688 DS CC 120158023 CONTA CONTABIL 500210 Veiculo Placa: EMR3D89 - Motorista: RIVELINO DOS SANTOS SILVA;
 EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21371;06/nov/24;R$ 4.270,46;nov/24;494889255;06/nov/24;06/nov/24;5024073;15/nov/24;06/nov/24;15/nov/24;16/nov/24;"CARGA AGENDADA 494889255 BRAIM 24 3734-3729-3714-3491-3735- CWI CC 870151700 CONTA CONTABIL 500210 Veiculo Placa: EMR3D89 - Motorista: RIVELINO DOS SANTOS SILVA;
 EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
BAKER HUGHES DO BRASIL LTDA;EMR3D89;21369;04/nov/24;R$ 1.620,84;nov/24;494764612;04/nov/24;06/nov/24;5024072;15/nov/24;06/nov/24;15/nov/24;16/nov/24;"Carga agendada #: 494764612 BRA IM 24 3669 -3670-3639 ALS CC 140010000 CONTA CONTABIL 500210 Veiculo Placa: EMR3D89 - Motorista: RIVELINO DOS SANTOS SILVA;
 EZZE SEGUROS S/A - Numero da apolice:1065406002313;"
